Gene	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_1	Sample_2	Sample_3
ENSG00000253165.1|AC090821.1	0	0	0	0	0	0	0	0	0
ENSG00000253166.2|AC131281.1	0	0	0	0	0	0	0	0	0
ENSG00000253167.1|WASHC5-AS1	0	0	0	0	0	0	0	0	0
ENSG00000253168.1|AC124069.1	0	0	0	0	0	0	0	0	0
ENSG00000253169.2|IGHVII-65-1	0	0	0	0	0	0	0	0	0
ENSG00000253170.1|AC108515.1	0	0	0	0	0	0	0	0	0
ENSG00000253171.1|AC037450.1	0	0	0	0	0	0	0	0	0
ENSG00000253172.1|AC008378.1	3	0	0	0	0	0	0	0	0
ENSG00000253173.3|AC084251.1	13	0	35	17	1	1	0	0	7
ENSG00000253174.2|AC009630.2	0	0	0	0	0	0	0	0	0
ENSG00000253175.1|AC023632.1	0	0	0	0	0	0	0	0	0
ENSG00000253176.3|AC104997.1	0	0	0	0	0	0	0	0	0
ENSG00000253177.1|AC104211.1	0	0	0	0	0	0	0	0	0
ENSG00000253178.1|AC022559.1	0	0	0	0	0	0	0	0	0
ENSG00000253179.1|CALCP	0	0	0	0	0	0	0	0	0
ENSG00000253180.1|AC104986.1	0	0	0	0	0	0	0	0	0
ENSG00000253181.1|AC138356.3	0	0	0	0	0	0	0	0	0
ENSG00000253182.1|AC084026.1	1	0	0	0	0	0	0	0	0
ENSG00000253183.1|AC005531.1	0	0	0	0	0	0	0	0	0
ENSG00000253184.1|AC011586.1	0	0	0	0	0	0	0	0	0
ENSG00000253186.2|AC022616.2	0	0	0	0	0	0	0	0	0
ENSG00000253187.2|HOXA10-AS	15	0	0	0	0	0	0	0	0
ENSG00000253188.1|TRBV6-7	9	0	5	0	0	0	0	0	0
ENSG00000253189.1|AC079054.1	0	0	0	0	0	0	0	0	0
ENSG00000253190.3|AC084082.1	16	0	0	12	12	29	22	0	22
ENSG00000253191.1|IGKV1D-32	0	0	0	0	0	0	0	0	0
ENSG00000253194.1|AL365275.1	4	0	0	3	0	0	0	0	0
ENSG00000253195.2|AC134698.2	0	0	0	0	0	0	0	0	0
ENSG00000253196.1|AC083841.1	0	0	0	0	0	0	0	0	0
ENSG00000253197.5|AC117834.1	0	0	0	0	7	0	0	0	0
ENSG00000253198.1|AC139365.1	0	0	0	0	0	0	0	0	0
ENSG00000253199.1|LINC02153	0	0	0	0	0	0	0	0	0
ENSG00000253200.1|AC037459.3	19	1	51	31	45	123	40	8	47
ENSG00000253202.1|IGKV3-25	0	0	0	0	0	0	0	0	0
ENSG00000253203.6|GUSBP3	2	0	0	0	0	0	0	2	0
ENSG00000253204.1|AC090281.1	0	0	0	0	0	0	0	0	0
ENSG00000253205.5|AC011124.1	0	0	0	0	0	0	0	0	0
ENSG00000253206.1|AC090155.1	0	0	0	0	0	0	0	0	0
ENSG00000253207.3|AC103993.1	0	0	0	0	0	0	0	0	0
ENSG00000253208.1|AC015743.1	0	0	0	0	0	0	0	0	0
ENSG00000253209.1|IGHV3-65	6	0	0	1	2	23	0	0	0
ENSG00000253210.1|AC040970.1	15	16	36	100	55	41	9	0	25
ENSG00000253213.1|AC010306.1	0	0	0	0	0	0	1	0	0
ENSG00000253214.1|AC079209.1	18	0	0	1	16	3	5	1	0
ENSG00000253215.1|AC087273.1	0	0	0	0	0	0	0	0	0
ENSG00000253216.1|AC022790.1	0	0	0	0	0	0	0	0	0
ENSG00000253217.1|AP001574.1	0	0	0	0	0	0	0	0	0
ENSG00000253218.1|KLF3P1	0	52	1	0	0	0	0	0	0
ENSG00000253219.1|KRT18P41	0	0	0	0	0	0	0	0	0
ENSG00000253220.1|AC084116.1	0	0	0	0	0	0	0	0	0
ENSG00000253223.1|AC110998.1	0	0	0	1	0	0	0	0	0
ENSG00000253224.1|PGAM5P1	0	0	0	0	0	0	0	0	0
ENSG00000253225.1|AC103833.1	0	0	0	0	0	0	0	0	0
ENSG00000253226.1|HAUS1P3	0	0	0	0	0	0	0	0	0
ENSG00000253227.1|AC090192.2	3	0	0	0	38	0	0	0	0
ENSG00000253228.1|NRBF2P4	0	0	0	0	0	0	0	0	0
ENSG00000253229.1|HIGD1AP6	0	0	0	0	0	0	0	0	0
ENSG00000253230.8|LINC00599	0	0	0	0	0	0	0	0	0
ENSG00000253231.1|COX6CP8	0	0	0	0	0	0	0	0	0
ENSG00000253232.1|AC091144.1	0	0	0	0	0	0	0	0	0
ENSG00000253233.1|AP005902.1	0	0	0	0	0	0	0	0	0
ENSG00000253234.1|IGLV2-5	29	27	66	44	78	63	0	10	1
ENSG00000253235.1|AC111149.1	0	0	0	0	0	0	0	0	0
ENSG00000253236.1|LINC02143	0	0	0	0	0	0	0	0	0
ENSG00000253237.2|AC034114.1	0	0	0	0	0	0	0	0	0
ENSG00000253238.1|AC104212.3	0	0	0	0	0	0	0	0	0
ENSG00000253239.1|IGLVI-70	20	6	24	6	20	38	0	13	0
ENSG00000253240.1|IGHV3-36	0	0	0	0	0	0	0	0	0
ENSG00000253241.1|IGHV3-50	0	0	0	0	0	0	0	0	0
ENSG00000253242.1|IGLVIV-64	0	0	0	0	0	0	0	0	0
ENSG00000253244.1|AC113423.1	0	0	0	0	0	0	0	0	0
ENSG00000253245.2|MTND1P36	0	0	0	0	0	0	0	0	0
ENSG00000253247.1|IGHV3-76	0	0	0	0	0	0	0	0	0
ENSG00000253248.5|AC079098.1	0	0	0	0	0	0	0	0	0
ENSG00000253250.2|C8orf88	3	1	9	2	9	0	0	0	3
ENSG00000253251.2|AC008560.1	8	8	16	6	13	43	75	44	79
ENSG00000253252.2|AC022784.2	0	0	0	0	0	0	0	0	0
ENSG00000253256.1|AC134043.1	0	0	0	0	4	0	0	0	0
ENSG00000253257.1|MTND4P7	0	0	0	0	0	0	0	0	0
ENSG00000253258.1|AC068228.2	0	0	0	0	0	0	0	0	0
ENSG00000253259.1|AC103726.1	0	0	0	0	0	0	0	0	0
ENSG00000253260.1|AC087664.1	0	0	0	0	0	0	0	0	0
ENSG00000253261.1|AC008410.1	0	0	0	0	0	0	0	0	0
ENSG00000253262.1|AC019176.1	0	0	0	0	0	0	0	0	0
ENSG00000253263.1|AP003354.1	0	0	0	0	0	0	0	0	0
ENSG00000253265.1|IGKV2-14	0	0	0	0	0	0	0	0	0
ENSG00000253266.1|AC100860.1	0	0	0	0	0	0	0	0	0
ENSG00000253267.5|DLGAP2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000253269.1|AC008680.1	0	0	11	4	5	0	3	0	0
ENSG00000253270.1|AC090541.1	0	0	0	0	0	0	0	0	0
ENSG00000253271.2|AC027419.1	0	0	0	0	0	0	0	0	0
ENSG00000253273.2|AC022826.1	0	0	0	0	0	0	0	0	0
ENSG00000253274.1|IGHV1-67	0	0	0	0	0	0	0	0	0
ENSG00000253275.1|AC068672.1	0	0	0	0	0	0	0	0	0
ENSG00000253276.2|CCDC71L	147	214	68	80	1182	84	237	243	618
ENSG00000253278.1|IGKV2-10	0	0	0	0	0	0	0	0	0
ENSG00000253279.5|LINC02209	0	0	0	0	0	0	0	0	0
ENSG00000253280.1|AC068880.2	0	0	0	0	0	0	0	0	0
ENSG00000253281.6|AC092819.1	0	0	0	0	0	0	0	0	0
ENSG00000253282.1|AP001330.1	0	0	0	0	0	0	0	0	0
ENSG00000253283.1|AC091175.1	0	0	0	0	0	0	0	0	0
ENSG00000253284.2|AC092828.1	0	0	0	0	0	0	0	0	0
ENSG00000253286.5|AC090193.1	0	0	0	0	0	0	0	0	0
ENSG00000253287.1|AC104012.1	0	0	0	0	0	0	0	0	0
ENSG00000253288.1|AC046195.1	0	0	0	0	0	0	0	0	0
ENSG00000253290.1|AC069113.1	0	0	0	0	0	0	0	0	0
ENSG00000253291.1|TRBV7-7	9	34	1	8	33	17	0	12	14
ENSG00000253292.1|MIOXP1	0	0	0	0	0	0	0	0	0
ENSG00000253293.4|HOXA10	48	0	29	0	163	40	0	0	0
ENSG00000253294.1|IGHVII-40-1	0	0	0	0	0	0	0	0	0
ENSG00000253295.1|AC022217.2	9	42	7	4	12	8	0	0	8
ENSG00000253297.1|AC008627.1	0	0	0	0	0	0	0	0	0
ENSG00000253298.1|LINC01845	0	0	0	0	0	0	0	0	0
ENSG00000253299.1|AC025647.1	0	0	0	0	0	0	0	0	0
ENSG00000253300.1|AC018541.1	0	0	0	0	0	0	0	0	0
ENSG00000253301.5|LINC01606	0	0	0	0	0	0	0	0	0
ENSG00000253302.1|STAU2-AS1	0	0	0	0	0	1	0	0	0
ENSG00000253303.1|IGHVIII-82	0	0	0	0	0	0	0	0	0
ENSG00000253304.1|TMEM200B	0	0	0	0	0	0	0	0	0
ENSG00000253305.2|PCDHGB6	1	0	0	4	68	1	67	0	0
ENSG00000253307.1|AC011676.1	3	0	0	0	2	0	0	0	11
ENSG00000253308.2|AC004080.1	0	0	0	0	0	0	0	0	0
ENSG00000253309.6|SERPINE3	0	0	0	0	0	9	0	1	0
ENSG00000253310.1|IGHVIII-76-1	0	0	0	0	0	0	0	0	0
ENSG00000253311.2|LINC01847	0	0	0	0	0	0	0	1	0
ENSG00000253312.1|AC022616.3	0	0	0	0	0	0	0	0	0
ENSG00000253313.5|C1orf210	0	0	0	0	0	0	0	0	0
ENSG00000253314.5|LINC00293	0	0	0	0	0	0	0	0	0
ENSG00000253315.1|LINC01932	0	0	0	0	0	0	0	0	0
ENSG00000253317.1|AC078906.1	0	0	0	0	0	0	0	0	0
ENSG00000253318.1|TMCC1P1	0	0	0	0	0	0	0	0	0
ENSG00000253319.1|AC134698.3	0	0	0	0	0	0	0	0	0
ENSG00000253320.5|AZIN1-AS1	60	1	39	89	58	55	9	9	51
ENSG00000253321.1|AC099554.1	0	0	0	0	0	0	0	0	0
ENSG00000253322.1|AC104051.1	0	0	0	0	0	0	0	0	0
ENSG00000253325.1|IGHV7-34-1	0	0	0	0	0	0	0	1	0
ENSG00000253326.2|AL606534.5	0	0	15	0	0	0	0	0	1
ENSG00000253327.2|RAD21-AS1	0	0	0	0	0	0	0	0	0
ENSG00000253328.2|SUMO2P19	0	0	0	0	0	0	0	0	0
ENSG00000253329.1|IGLV3-30	0	0	0	0	0	0	0	0	0
ENSG00000253330.1|AC024451.2	0	37	27	0	0	0	29	0	0
ENSG00000253331.1|AC008662.1	0	0	0	0	0	0	0	0	0
ENSG00000253332.1|AP005902.2	0	0	0	0	0	0	0	0	0
ENSG00000253333.1|AC146944.3	0	0	0	0	0	0	0	0	0
ENSG00000253334.1|AC132219.1	0	0	0	0	0	0	0	0	0
ENSG00000253335.1|AC009884.1	0	0	0	0	0	0	0	0	0
ENSG00000253336.1|AC018992.1	0	0	0	0	0	0	0	0	0
ENSG00000253338.1|IGLV3-29	0	0	2	0	3	0	0	0	2
ENSG00000253339.1|AC111149.2	0	0	0	0	0	0	0	0	0
ENSG00000253340.1|AC087272.1	0	0	0	0	0	0	0	0	0
ENSG00000253341.1|AC115837.1	0	0	0	0	1	0	0	0	2
ENSG00000253342.1|AC009623.2	0	0	0	0	0	0	0	0	0
ENSG00000253343.1|AC114550.2	0	0	0	0	0	0	0	0	0
ENSG00000253344.1|AC137579.1	0	0	0	0	0	0	0	0	0
ENSG00000253345.1|IGHVII-22-1	0	0	0	0	0	0	0	0	0
ENSG00000253346.1|AC109329.1	0	0	0	0	0	0	0	0	0
ENSG00000253347.1|AC040934.1	0	0	0	0	4	0	0	0	0
ENSG00000253348.1|AC008514.1	0	0	0	0	0	0	0	0	0
ENSG00000253349.1|COX6B1P6	0	0	0	0	0	4	0	0	0
ENSG00000253351.1|LINC01298	0	0	0	0	0	0	0	0	0
ENSG00000253352.8|TUG1	273	236	325	107	176	412	165	141	260
ENSG00000253354.1|AC105999.1	0	0	0	0	0	0	0	0	0
ENSG00000253355.1|AP003469.1	0	0	0	0	8	0	0	0	0
ENSG00000253356.1|AC084024.3	0	0	0	0	0	0	0	0	0
ENSG00000253357.1|AC008708.1	0	0	0	0	0	0	0	0	0
ENSG00000253358.1|AC087439.1	0	0	0	0	0	0	0	0	0
ENSG00000253359.1|IGHV3-37	0	0	0	0	0	0	0	0	0
ENSG00000253361.1|AC069120.1	0	0	0	0	0	0	0	0	0
ENSG00000253362.1|AC012400.1	0	0	0	0	0	0	0	0	0
ENSG00000253363.5|AC090809.1	0	0	0	0	0	0	0	0	0
ENSG00000253364.2|AL928742.1	10	1	39	0	2	11	0	1	17
ENSG00000253365.1|IGKV1D-22	0	0	0	0	0	0	0	0	0
ENSG00000253366.3|AC139272.1	2	1	1	0	7	7	0	0	5
ENSG00000253367.1|IGHVIII-25-1	0	0	0	0	0	0	0	0	0
ENSG00000253368.3|TRNP1	1	0	38	0	12	16	12	25	25
ENSG00000253369.1|AC131902.1	0	0	0	0	0	0	0	0	0
ENSG00000253370.2|AC027308.1	0	0	0	0	0	0	0	0	0
ENSG00000253371.1|AC091096.1	0	0	0	0	0	0	0	0	0
ENSG00000253372.5|AC016405.1	23	44	44	90	11	18	35	45	141
ENSG00000253373.1|AC021785.1	0	0	0	0	0	0	0	0	0
ENSG00000253374.5|AC023644.1	0	0	0	0	0	0	0	0	0
ENSG00000253376.1|AC012103.1	0	0	0	0	0	0	0	0	0
ENSG00000253377.1|AC068672.2	0	0	0	0	0	0	0	0	0
ENSG00000253379.5|AC099805.1	0	0	0	0	0	0	0	0	0
ENSG00000253380.1|AC090155.2	0	0	0	0	0	0	0	0	0
ENSG00000253381.1|AC087518.1	0	0	0	0	0	0	0	0	0
ENSG00000253382.3|POU5F1P2	0	0	0	0	0	0	0	0	0
ENSG00000253383.1|AC100784.1	0	0	11	4	12	16	0	3	6
ENSG00000253384.1|AC124242.2	0	0	0	0	0	0	0	0	0
ENSG00000253385.1|AP003696.1	0	0	0	1	0	0	0	0	0
ENSG00000253386.1|IGHVII-49-1	0	0	0	0	0	0	0	0	0
ENSG00000253387.1|IGHVIII-5-1	0	0	0	0	0	0	0	0	0
ENSG00000253388.1|AC124067.1	0	0	0	0	0	0	0	0	0
ENSG00000253389.2|AC113133.1	11	29	0	9	0	1	0	0	0
ENSG00000253390.1|AC104561.1	0	0	0	13	0	0	0	0	0
ENSG00000253391.1|AC100870.1	0	0	0	0	0	0	0	0	0
ENSG00000253392.2|AC119403.1	0	0	0	21	0	15	0	0	0
ENSG00000253393.1|RANP9	0	0	0	0	0	0	0	0	0
ENSG00000253394.5|LINC00534	17	1	1	0	90	2	50	0	6
ENSG00000253395.1|AP003469.2	0	0	0	0	0	0	0	0	0
ENSG00000253396.1|AC016868.1	0	0	0	0	0	0	0	0	0
ENSG00000253397.1|AC069113.2	0	0	0	0	0	0	0	0	0
ENSG00000253398.1|AC021733.1	0	0	0	0	0	0	0	0	0
ENSG00000253399.1|AC078852.1	5	0	0	1	0	0	0	0	0
ENSG00000253400.1|AL356133.2	0	0	0	0	0	0	0	0	0
ENSG00000253401.1|VTA1P2	0	0	0	0	0	0	0	0	0
ENSG00000253403.1|AC091944.1	0	0	0	0	0	0	0	0	0
ENSG00000253404.1|AC034243.1	0	0	12	0	1	0	0	0	0
ENSG00000253405.1|EVX1-AS	0	0	0	0	0	0	0	0	0
ENSG00000253406.1|AC012613.2	0	0	0	0	0	0	0	0	0
ENSG00000253407.1|AC087341.1	0	0	0	0	0	0	0	0	0
ENSG00000253408.5|AC083973.1	19	8	20	18	0	58	0	4	31
ENSG00000253409.1|TRBV7-4	65	53	47	56	52	207	25	37	36
ENSG00000253410.1|AC068228.3	0	0	0	0	0	0	0	0	0
ENSG00000253412.1|IGHVIII-13-1	0	0	0	0	0	0	0	0	0
ENSG00000253413.1|AC107934.1	0	0	0	0	0	0	0	0	0
ENSG00000253414.2|AC124067.2	0	0	0	0	0	0	0	0	0
ENSG00000253415.1|AC016877.2	0	0	0	0	0	0	0	0	0
ENSG00000253416.1|AC023200.1	0	0	0	0	0	0	0	0	0
ENSG00000253417.5|LINC02159	0	0	0	0	0	0	0	0	0
ENSG00000253418.1|SNX18P27	0	0	0	0	0	0	0	0	0
ENSG00000253420.1|AC103853.1	0	0	0	0	0	0	0	0	0
ENSG00000253421.1|ZNHIT1P1	0	0	0	0	0	0	0	0	0
ENSG00000253422.1|AC008677.3	0	0	0	0	0	0	0	0	0
ENSG00000253423.1|AC090132.1	0	0	0	0	0	0	0	0	0
ENSG00000253424.1|AC025437.2	0	0	0	0	0	0	0	0	0
ENSG00000253425.2|HSPA8P13	0	0	0	0	0	0	0	0	0
ENSG00000253426.5|AC022784.3	0	0	0	16	0	0	0	0	1
ENSG00000253427.1|AC084116.2	0	0	0	0	0	0	0	0	0
ENSG00000253428.1|LINC01942	0	0	0	0	0	0	0	0	0
ENSG00000253429.1|AP005660.1	0	0	0	0	0	0	0	0	0
ENSG00000253430.1|AC011726.2	6	6	0	0	0	0	0	0	0
ENSG00000253431.1|SRPK2P	0	1	0	0	0	0	0	0	0
ENSG00000253432.1|AC027541.1	0	0	0	0	0	0	0	0	0
ENSG00000253433.1|NCRNA00250	0	0	0	0	0	0	0	0	0
ENSG00000253434.5|LINC02237	0	0	0	0	0	0	0	0	0
ENSG00000253435.1|IGKV2-4	0	0	1	0	0	0	0	0	0
ENSG00000253437.1|RNU6-988P	0	0	0	0	0	0	0	0	0
ENSG00000253438.2|PCAT1	4	138	13	16	5	1	0	4	0
ENSG00000253439.1|CDC42P5	0	0	0	0	2	0	15	0	0
ENSG00000253440.1|IGHV3-33-2	0	0	0	0	0	0	0	0	0
ENSG00000253441.1|IGHV3-25	2	0	0	0	0	0	0	0	0
ENSG00000253444.1|AC245519.1	0	0	0	0	0	0	0	0	0
ENSG00000253445.1|AC027309.1	0	0	0	0	0	0	0	0	0
ENSG00000253447.5|AC113423.2	0	0	0	0	0	0	0	0	0
ENSG00000253448.1|IGLV3-6	0	0	0	0	0	1	0	0	8
ENSG00000253449.1|AC025437.3	0	0	0	0	0	0	0	0	0
ENSG00000253451.1|IGLV2-28	15	25	41	9	98	62	4	10	12
ENSG00000253452.5|AC100818.1	0	0	0	0	0	0	0	0	0
ENSG00000253454.1|NDUFA5P2	0	0	0	0	0	0	0	0	0
ENSG00000253455.1|AC022915.1	0	0	0	0	0	0	0	0	0
ENSG00000253456.1|AC136424.1	0	0	5	1	0	2	0	13	8
ENSG00000253457.2|SMIM18	10	15	12	2	12	11	0	8	34
ENSG00000253458.1|IGHVII-15-1	0	0	0	0	0	0	0	0	0
ENSG00000253460.2|IGKV2OR22-3	0	0	0	1	0	0	0	0	0
ENSG00000253461.1|IGKV1-35	0	0	0	0	0	0	0	0	0
ENSG00000253462.1|IGHVIII-26-1	0	0	0	0	0	0	0	0	0
ENSG00000253463.1|HMGB1P19	6	0	0	0	0	20	0	0	0
ENSG00000253465.1|IGHVIV-44-1	0	0	0	0	0	0	0	0	0
ENSG00000253467.2|IGHV7-40	0	0	0	0	0	2	0	0	0
ENSG00000253468.1|AP003355.1	0	0	0	0	0	0	0	0	0
ENSG00000253469.1|AC091819.1	0	0	0	0	0	0	0	0	0
ENSG00000253470.1|AC016074.1	0	0	0	0	0	0	0	0	0
ENSG00000253471.1|AC012574.1	0	0	0	0	0	0	0	0	0
ENSG00000253472.1|AC034205.1	0	0	0	0	0	0	0	0	0
ENSG00000253474.1|AC022568.1	0	0	0	0	0	0	0	0	6
ENSG00000253475.1|AC103769.1	52	38	52	34	19	56	63	44	46
ENSG00000253476.1|AC091185.1	0	0	0	0	0	0	0	0	0
ENSG00000253477.5|AC012213.1	0	0	0	0	0	0	0	0	1
ENSG00000253479.5|LINC01603	0	0	0	0	0	0	0	0	0
ENSG00000253480.1|AC122713.1	0	1	0	0	0	0	0	0	3
ENSG00000253481.2|IGKV1OR22-1	0	0	0	0	0	1	0	0	0
ENSG00000253482.1|IGHVII-26-2	0	0	0	0	0	0	0	0	0
ENSG00000253483.1|AC104561.2	0	0	0	0	0	0	0	0	0
ENSG00000253484.1|AC113145.1	0	0	0	0	0	0	0	0	0
ENSG00000253485.2|PCDHGA5	0	0	0	0	0	0	0	0	0
ENSG00000253487.1|IGKV2-36	0	0	0	0	0	0	0	0	0
ENSG00000253488.1|FAM60DP	0	0	0	0	0	0	0	0	0
ENSG00000253489.1|AC009930.1	0	0	0	0	0	0	0	0	0
ENSG00000253490.5|LINC02099	0	0	0	0	0	0	0	0	0
ENSG00000253491.2|IGHVII-30-1	0	0	0	0	0	0	0	0	0
ENSG00000253492.1|CDH12P3	0	0	0	0	0	0	0	0	0
ENSG00000253493.1|AC087808.1	0	0	0	0	0	0	0	0	0
ENSG00000253495.1|CYCSP23	0	0	0	0	0	0	0	0	0
ENSG00000253496.2|AC068992.1	0	0	0	0	0	0	0	0	0
ENSG00000253497.1|IGKV1-13	2	0	1	0	3	1	0	0	1
ENSG00000253499.2|AC025881.1	0	0	0	0	0	0	0	0	0
ENSG00000253500.5|AF121898.1	0	0	0	0	0	0	0	0	0
ENSG00000253501.1|IGKV3D-34	0	0	0	0	0	0	0	0	0
ENSG00000253502.1|ATP6V1G1P2	0	0	0	0	0	0	0	0	0
ENSG00000253503.5|AC060765.1	0	0	0	0	0	0	0	0	0
ENSG00000253504.1|MTCYBP19	0	0	0	0	0	0	0	0	0
ENSG00000253505.1|AC103957.1	0	0	0	0	0	0	0	0	0
ENSG00000253506.2|NACA2	2	0	1	0	1	2	2	0	2
ENSG00000253507.5|AC104257.1	0	0	0	0	0	0	0	0	0
ENSG00000253508.1|AC004080.2	0	0	0	0	0	0	0	0	0
ENSG00000253509.1|AC104393.1	0	0	0	0	0	0	0	0	0
ENSG00000253510.1|AC004944.1	0	0	0	0	0	0	0	0	0
ENSG00000253512.1|AC008562.1	0	0	0	0	0	0	0	0	0
ENSG00000253513.1|AC009908.1	0	0	0	0	36	0	0	23	0
ENSG00000253515.1|AC018682.2	0	0	0	0	0	0	0	1	3
ENSG00000253516.1|HMGB1P41	0	0	0	0	0	0	0	0	0
ENSG00000253517.1|XRCC6P4	0	0	0	0	0	0	0	0	0
ENSG00000253519.1|AC106801.1	1	0	0	0	6	0	0	0	3
ENSG00000253520.1|AC136628.3	0	8	0	0	15	0	7	0	0
ENSG00000253521.1|HPYR1	0	0	0	0	0	0	0	0	0
ENSG00000253522.5|MIR3142HG	5	0	1	0	7	10	17	3	1
ENSG00000253523.1|AC104350.1	0	0	0	0	0	0	0	0	0
ENSG00000253524.1|AC124290.1	0	0	0	0	0	0	0	0	0
ENSG00000253525.1|AC104966.1	0	0	0	0	0	0	0	0	0
ENSG00000253526.1|AC090802.1	0	0	0	0	0	0	0	0	0
ENSG00000253527.1|AC008601.1	0	0	0	0	0	0	0	0	0
ENSG00000253528.2|AC087752.2	0	0	0	0	0	0	0	0	0
ENSG00000253530.1|AC084116.3	0	0	0	0	0	0	0	0	0
ENSG00000253532.1|AC107909.1	0	0	0	0	0	17	0	0	0
ENSG00000253534.1|TRBV6-8	0	2	3	18	0	1	0	0	0
ENSG00000253535.5|AC120193.1	14	55	45	44	80	176	116	48	31
ENSG00000253536.1|AC138832.1	0	0	0	0	0	25	0	0	0
ENSG00000253537.2|PCDHGA7	0	0	0	0	0	0	0	0	0
ENSG00000253538.1|AC008662.2	0	0	0	0	0	0	0	0	0
ENSG00000253539.1|AC018442.2	0	0	13	0	0	0	1	0	0
ENSG00000253540.5|FAM86HP	8	0	0	0	0	1	32	17	34
ENSG00000253541.1|SEPT10P1	0	0	0	0	0	0	0	0	0
ENSG00000253542.7|SDR16C6P	0	0	0	0	0	0	0	0	0
ENSG00000253543.1|AC083923.1	0	0	0	0	0	0	0	0	0
ENSG00000253544.1|C1GALT1P3	0	0	0	0	0	0	0	0	0
ENSG00000253545.1|IGHV3-52	0	0	0	0	1	0	0	0	6
ENSG00000253546.1|IGLVVI-22-1	0	0	0	0	0	0	0	0	0
ENSG00000253547.2|AP001858.1	0	0	0	0	0	0	0	0	0
ENSG00000253548.1|PYDC2	0	0	0	0	0	0	0	0	0
ENSG00000253549.5|CA3-AS1	8	3	0	2	17	3	8	0	1
ENSG00000253550.1|AC016065.2	0	0	0	0	0	5	4	0	0
ENSG00000253551.1|AC021915.1	0	0	0	0	0	0	0	0	0
ENSG00000253552.7|HOXA-AS2	43	0	0	27	22	7	65	67	0
ENSG00000253553.5|AC090568.2	0	0	0	0	0	0	0	0	0
ENSG00000253554.5|AC022639.1	0	0	0	0	0	0	0	0	0
ENSG00000253555.1|AC011978.1	0	0	0	0	0	0	0	0	0
ENSG00000253556.1|MTCO1P4	0	0	0	0	0	0	0	0	0
ENSG00000253557.5|AC100849.1	1	0	0	0	0	0	0	0	0
ENSG00000253558.1|AC024568.1	1	0	58	14	53	5	3	2	16
ENSG00000253559.1|OSGEPL1-AS1	7	0	0	12	3	0	8	0	0
ENSG00000253560.1|AC013643.1	0	0	0	0	0	0	0	0	0
ENSG00000253561.1|AC133634.1	0	0	0	0	0	0	0	0	0
ENSG00000253562.1|AC107909.2	0	0	0	0	0	0	0	0	0
ENSG00000253563.2|NKX2-1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000253564.1|AC100823.2	0	0	0	0	0	0	0	0	0
ENSG00000253567.1|AC025871.1	0	0	0	0	0	0	0	0	0
ENSG00000253568.1|AC090572.1	0	0	0	0	0	0	0	0	0
ENSG00000253569.1|VENTXP5	0	0	0	0	0	0	0	0	0
ENSG00000253570.1|AC069120.2	1	38	4	3	85	310	1	4	105
ENSG00000253571.1|AC087369.1	0	0	0	0	0	0	0	0	0
ENSG00000253572.2|AC108482.1	0	0	0	0	0	0	0	0	0
ENSG00000253573.1|AC024382.1	0	0	0	0	0	0	0	0	0
ENSG00000253574.5|AC021744.1	0	0	0	0	1	0	0	3	0
ENSG00000253576.1|AF181450.1	0	0	0	0	0	0	0	0	0
ENSG00000253577.1|AC104211.2	0	0	0	0	0	0	0	0	0
ENSG00000253578.1|IGKV1-22	0	0	0	0	0	0	0	0	0
ENSG00000253579.1|SUMO2P16	0	0	0	0	0	1	0	0	0
ENSG00000253580.1|TRMT10BP1	0	0	0	0	0	0	0	0	0
ENSG00000253581.1|AC105031.1	0	0	0	0	0	0	0	0	0
ENSG00000253582.1|AC090579.1	0	1	9	0	0	3	1	0	0
ENSG00000253583.1|AC018953.1	0	0	0	0	0	0	0	0	0
ENSG00000253584.1|AC091987.1	0	0	0	0	0	0	0	0	0
ENSG00000253585.1|AP003351.1	0	0	0	0	0	0	0	0	0
ENSG00000253586.1|AC067817.1	0	0	0	0	24	6	3	0	11
ENSG00000253587.2|IGHV3-30-2	0	0	0	0	0	0	0	0	0
ENSG00000253590.1|IGLV3-13	0	0	7	17	0	17	0	0	0
ENSG00000253591.1|AC027312.1	0	0	0	0	0	0	0	0	0
ENSG00000253592.1|IGKV2-38	0	0	0	0	0	0	0	0	0
ENSG00000253593.2|AC110741.1	0	0	0	5	57	38	26	0	30
ENSG00000253595.5|LINC01300	0	0	1	0	0	0	0	0	1
ENSG00000253596.1|AC103952.1	0	0	0	0	0	0	0	0	0
ENSG00000253598.1|SLC10A5	0	0	0	0	0	0	0	0	0
ENSG00000253600.1|AC008446.1	0	0	0	0	0	0	0	0	0
ENSG00000253602.2|RN7SL260P	0	0	0	0	0	0	0	0	0
ENSG00000253603.1|CERNA3	0	0	0	0	0	0	0	0	0
ENSG00000253604.1|AC131254.2	0	0	0	0	0	0	0	0	0
ENSG00000253605.1|HNRNPA1P38	1	3	0	3	1	3	3	0	5
ENSG00000253606.2|AFG3L2P1	0	0	0	0	0	0	0	0	0
ENSG00000253607.1|AC104316.1	0	0	1	0	0	0	0	0	0
ENSG00000253608.1|AC022915.2	0	0	0	0	0	0	0	0	0
ENSG00000253610.1|AP006245.1	0	0	0	0	0	0	0	0	0
ENSG00000253611.1|VN1R46P	0	0	0	0	0	0	0	0	0
